NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0212,SEKOLAH MENENGAH KEBANGSAAN CONFUCIAN,LORONG HANG JEBAT,50150,KUALA LUMPUR,0320783364,0320310542,WEB0212@moe.edu.my,Bandar,940,71,TIADA,ADA,101.699677,3.14424
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0213,SEKOLAH MENENGAH KEBANGSAAN CONVENT BUKIT NANAS,JALAN BUKIT NANAS,50250,KUALA LUMPUR,0320780559,0320317679,WEB0213@moe.edu.my,Bandar,869,63,TIADA,ADA,101.701509,3.153028
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0214,SEKOLAH MENENGAH KEBANGSAAN CONVENT JALAN PEEL,JALAN PEEL,55100,KUALA LUMPUR,0392846562,0392871064,WEB0214@moe.edu.my,Bandar,773,68,TIADA,ADA,101.721,3.13133
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0215,SEKOLAH MENENGAH KEBANGSAAN CONVENT SENTUL,JALAN  SENTUL,51000,KUALA LUMPUR,0340417190,0340440291,WEB0215@moe.edu.my,Bandar,768,56,TIADA,ADA,101.691,3.18662
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0216,SEKOLAH MENENGAH KEBANGSAAN TINGGI SETAPAK,JALAN AIR JERNIH SETAPAK,53200,KUALA LUMPUR,0340236191,0340254380,WEB0216@moe.edu.my,Bandar,732,120,TIADA,ADA,101.7163226,3.186312272
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0217,SEKOLAH MENENGAH KEBANGSAAN (P) BANDARAYA,CHANGKAT THAMBI DOLLAH,55100,KUALA LUMPUR,0392210380,0392227002,WEB0217@moe.edu.my,Bandar,146,27,TIADA,ADA,101.713824,3.140675
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0218,SEKOLAH MENENGAH KEBANGSAAN MAXWELL,JALAN TUN ISMAIL,50480,KUALA LUMPUR,0340412895,0340446057,WEB0218@moe.edu.my,Bandar,456,89,TIADA,ADA,101.6913476,3.171138482
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0219,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST,"JLN HANG JEBAT,KUALA LUMPUR",50150,KUALA LUMPUR,0320782293,0320341346,WEB0219@moe.edu.my,Bandar,885,100,ADA,ADA,101.701,3.14347
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0220,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST SENTUL,JALAN SENTUL,51000,KUALA LUMPUR,0340413870,0340438631,WEB0220@moe.edu.my,Bandar,405,40,TIADA,ADA,101.694,3.17923
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0221,SEKOLAH MENENGAH KEBANGSAAN (P) PUDU,"JALAN FOSS, PUDU",55200,KUALA LUMPUR,0392212584,0392231019,WEB0221@moe.edu.my,Bandar,554,62,TIADA,ADA,101.714903,3.131774
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0222,SEKOLAH MENENGAH KEBANGSAAN ST. GABRIEL,"JALAN PERWIRA, KG PANDAN",55100,KUALA LUMPUR,0392859384,0392871081,WEB0222@moe.edu.my,Bandar,347,44,TIADA,ADA,101.7294637,3.135732421
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0223,ST. JOHN'S INSTITUTION,JALAN BUKIT NANAS,50250,KUALA LUMPUR,0320782846,0320311443,WEB0223@moe.edu.my,Bandar,812,95,TIADA,ADA,101.7,3.1511
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0224,SEKOLAH MENENGAH KEBANGSAAN ST. MARY,"7, JALAN INTAN BAIDURI 5D, TAMAN INTAN BAIDURI",52100,KUALA LUMPUR,0361377841,0361377837,WEB0224@moe.edu.my,Bandar,1010,65,TIADA,ADA,101.649,3.23043
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0225,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,JLN CENDERASARI,50480,KUALA LUMPUR,0326926010,0326948023,WEB0225@moe.edu.my,Bandar,477,43,TIADA,ADA,101.69,3.13148
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0226,VICTORIA INSTITUTION,JALAN HANG TUAH,55200,KUALA LUMPUR,0320782489,0320316854,WEB0226@moe.edu.my,Bandar,908,118,TIADA,ADA,101.703,3.13955
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0227,SEKOLAH MENENGAH KEBANGSAAN DATOK LOKMAN,JALAN KAMPUNG PANDAN,55100,KUALA LUMPUR,0392858754,0392861062,WEB0227@moe.edu.my,Bandar,1105,80,TIADA,ADA,101.729,3.13942
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0228,SEKOLAH MENENGAH KEBANGSAAN (P) JALAN IPOH,BT 3 1/2 JALAN IPOH,51200,KUALA LUMPUR,0362581664,0362573368,WEB0228@moe.edu.my,Bandar,662,72,TIADA,ADA,101.681,3.18715
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0229,SEKOLAH MENENGAH KEBANGSAAN SERI PANTAI,KAMPUNG KERINCHI,59200,KUALA LUMPUR,0322423562,0322422085,WEB0229@moe.edu.my,Bandar,1059,77,ADA,ADA,101.664,3.11247
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0230,SEKOLAH MENENGAH KEBANGSAAN SERI SENTOSA,JALAN KUCHAI LAMA,58200,KUALA LUMPUR,0379831764,0379807478,WEB0230@moe.edu.my,Bandar,1793,147,TIADA,ADA,101.682,3.09303
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0231,SEKOLAH MENENGAH KEBANGSAAN DATO' ONN,JALAN SAN PENG,55200,KUALA LUMPUR,0392212008,0392225833,WEB0231@moe.edu.my,Bandar,571,62,TIADA,ADA,101.71,3.13377
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN MALURI,"JLN WIRAWATI 6, TAMAN MALURI",55100,KUALA LUMPUR,0392853023,0392816324,WEB0232@moe.edu.my,Bandar,893,63,TIADA,ADA,101.73,3.14085
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0233,SEKOLAH MENENGAH KEBANGSAAN SERI TITIWANGSA,JALAN TEMERLOH,53200,KUALA LUMPUR,0340214882,0340242504,WEB0233@moe.edu.my,Bandar,344,47,TIADA,ADA,101.706628,3.173957
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0234,SEKOLAH MENENGAH KEBANGSAAN PUTERI TITIWANGSA,JALAN TEMERLOH,53200,KUALA LUMPUR,0326923249,0340244514,WEB0234@moe.edu.my,Bandar,671,57,TIADA,ADA,101.707,3.17373
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0235,SEKOLAH MENENGAH KEBANGSAAN VIVEKANANDA,"JALAN ROZARIO,  BRICKFIELDS",50470,KUALA LUMPUR,0322741736,0322724243,WEB0235@moe.edu.my,Bandar,779,81,TIADA,ADA,101.687,3.13063
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0236,SEKOLAH MENENGAH KEBANGSAAN LA SALLE BRICKFIELDS,JALAN TUN SAMBANTHAN,50470,KUALA LUMPUR,0322741852,0322734682,WEB0236@moe.edu.my,Bandar,119,22,TIADA,ADA,101.685,3.12767
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0237,SEKOLAH MENENGAH KEBANGSAAN YAACOB LATIF,"LORONG PEEL, OFF JALAN PEEL",55100,KUALA LUMPUR,0392848870,0392859870,WEB0237@moe.edu.my,Bandar,441,63,ADA,ADA,101.726,3.128
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0238,SEKOLAH MENENGAH KEBANGSAAN LA SALLE SENTUL,JALAN SENTUL,51000,KUALA LUMPUR,0340417018,0340419192,WEB0238@moe.edu.my,Bandar,431,40,TIADA,ADA,101.691876,3.180112
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0243,SEKOLAH MENENGAH KEBANGSAAN DHARMA,"KM 10, JLN PUCHONG",58200,KUALA LUMPUR,0377829908,0377829908,WEB0243@moe.edu.my,Bandar,147,17,TIADA,ADA,101.66265,3.075266667
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0247,SEKOLAH MENENGAH KEBANGSAAN CHONG HWA,JALAN GOMBAK,53000,KUALA LUMPUR,0340232411,0340235459,WEB0247@moe.edu.my,Bandar,2124,120,TIADA,ADA,101.704957,3.199321
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0248,SEKOLAH MENENGAH KEBANGSAAN RAJA ABDULLAH,OFF JALAN KEPONG,52000,KUALA LUMPUR,0362580937,0362501260,WEB0248@moe.edu.my,Bandar,1203,93,TIADA,ADA,101.667,3.20253
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEB0249,SEKOLAH MENENGAH KEBANGSAAN JINJANG,"JALAN JINJANG SETIA, JINJANG UTARA",52000,KUALA LUMPUR,0362576438,0362588086,WEB0249@moe.edu.my,Bandar,1843,121,TIADA,ADA,101.655,3.22255
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0256,SEKOLAH MENENGAH KEBANGSAAN BANGSAR,"LORONG MAAROF 1, BANGSAR PARK, BANGSAR",59000,KUALA LUMPUR,0322847134,0322835724,WEB0256@moe.edu.my,Bandar,696,65,ADA,ADA,101.676511,3.132561
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEE1011,SEKOLAH MENENGAH KEBANGSAAN LABUAN,PETI SURAT 81094,87021,LABUAN,087412450,087421301,WEE1011@moe.edu.my,Bandar,1568,129,TIADA,ADA,115.2478,5.2828
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEE1015,SEKOLAH MENENGAH KEBANGSAAN MUTIARA,PETI SURAT 81367,87027,W.P. LABUAN,087412532,087422581,WEE1015@moe.edu.my,Bandar,955,83,ADA,ADA,115.228611,5.3125
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WFE1019,SEKOLAH MENENGAH KEBANGSAAN ST ANNE,PETI  SURAT 81072,87020,W.P. LABUAN,087412955,087419340,WFE1019@moe.edu.my,Bandar,340,31,TIADA,ADA,115.2544444,5.2866667
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WFE1022,SEKOLAH MENENGAH KEBANGSAAN ST ANTHONY,PETI SURAT 81395,87023,W.P. LABUAN,087412985,087422519,WFE1022@moe.edu.my,Bandar,375,28,TIADA,ADA,115.255,5.2861111
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SM SABK,WFT0001,SMA MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN,"NO.2 JALAN SRI PERMAISURI, BDR SRI PERMAISURI",56000,CHERAS,0391713661,0391712661,WFT0001@moe.edu.my,Bandar,665,66,TIADA,ADA,101.711802,3.094785
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SM SABK,WFT0002,SEKOLAH MENENGAH INTEGRASI SAINS TAHFIZ (SMISTA) MAIWP,D/A MASJID SAIDINA OTHMAN IBN AFFAN,56000,KUALA LUMPUR,0391711005,0391711499,WFT0002@moe.edu.my,Bandar,386,69,TIADA,ADA,101.718231,3.091619
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SM SABK,WFT1001,SMA MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN LABUAN,"KG. LUBOK TEMIANG, PETI SURAT 81043",87021,LABUAN,087466332,087466334,--,Bandar,241,24,TIADA,ADA,115.229091,5.366607
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,KV,WHA0001,KOLEJ VOKASIONAL ERT SETAPAK,"JALAN GENTING KLANG, SETAPAK",53300,KUALA LUMPUR,0341492099,0341433066,WHA0001@moe.edu.my,Bandar,518,90,TIADA,ADA,101.727,3.2051
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,KV,WHA0002,KOLEJ VOKASIONAL SETAPAK,JALAN GENTING KLANG,53300,KUALA LUMPUR,0341495578,0341494899,WHA0002@moe.edu.my,Bandar,791,126,TIADA,ADA,101.727,3.20635
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,KV,WHA1099,KOLEJ VOKASIONAL LABUAN,PETI SURAT 80276,87013,LABUAN,087461970,087461820,WHA1099@moe.edu.my,Bandar,449,85,TIADA,ADA,115.2352778,5.3352778
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMT,WKB0001,SMT CHERAS,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,0391318052,0391308758,WKB0001@moe.edu.my,Bandar,645,57,TIADA,ADA,101.722,3.10325
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMKA,WRA0004,SMA KUALA LUMPUR,"JALAN 2/62 BANDAR MENJALARA, KEPONG",52200,KUALA LUMPUR,0362758923,0362723269,WRA0004@moe.edu.my,Bandar,688,117,TIADA,ADA,101.626,3.19737
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMKA,WRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA PUTRAJAYA,"NO.3, JALAN MELINJAU P11E, PRESINT 11",62300,PUTRAJAYA,0388881678,0388881679,WRA2001@moe.edu.my,Bandar,634,113,TIADA,ADA,101.672,2.96875
SABAH,PPD KENINGAU,SMK,XEA1001,SEKOLAH MENENGAH KEBANGSAAN TULID,PETI SURAT 1236,89008,KENINGAU,TIADA,TIADA,XEA1001@moe.edu.my,Luar Bandar,892,53,TIADA,ADA,116.42174,5.32624
SABAH,PPD KENINGAU,SMK,XEA1057,SEKOLAH MENENGAH KEBANGSAAN APIN-APIN,PETI SURAT 464,89008,KENINGAU,087335122,087336339,XEA1057@moe.edu.my,Luar Bandar,918,66,ADA,ADA,116.24785,5.44911
SABAH,PPD KENINGAU,SMK,XEA1058,SEKOLAH MENENGAH KEBANGSAAN KENINGAU,PETI SURAT 272,89008,KENINGAU,087333107,087330527,XEA1058@moe.edu.my,Luar Bandar,1631,119,TIADA,ADA,116.15419,5.31033
SABAH,PPD KENINGAU,SMK,XEA1059,SEKOLAH MENENGAH KEBANGSAAN KENINGAU II,PETI SURAT 1994,89008,KENINGAU,087391280,087391670,XEA1059@moe.edu.my,Luar Bandar,1773,138,TIADA,ADA,116.17987,5.36978
SABAH,PPD KENINGAU,SMK,XEA1060,SEKOLAH MENENGAH KEBANGSAAN SOOK,PETI SURAT 1613,89008,KENINGAU,087365464,087365780,XEA1060@moe.edu.my,Luar Bandar,1391,101,ADA,ADA,116.30589,5.14997
SABAH,PPD KENINGAU,SMK,XEA1061,SEKOLAH MENENGAH KEBANGSAAN GUNSANAD II,PETI SURAT 2085,89008,KENINGAU,087336879,087339249,XEA1061@moe.edu.my,Bandar,1176,82,TIADA,ADA,116.15519,5.34582
SABAH,PPD PENSIANGAN,SMK,XEA1111,SEKOLAH MENENGAH KEBANGSAAN NABAWAN,PETI SURAT 68,89957,NABAWAN,087366215,087366215,XEA1111@moe.edu.my,Luar Bandar,1417,86,ADA,ADA,116.43796,5.03791
SABAH,PPD PENSIANGAN,SMK,XEA1112,SEKOLAH MENENGAH KEBANGSAAN SEPULOT NABAWAN,PETI SURAT 53,89950,NABAWAN,TIADA,TIADA,XEA1112@moe.edu.my,Luar Bandar,802,54,ADA,ADA,116.48237,4.70649
SABAH,PPD PENSIANGAN,SMK,XEA1113,SEKOLAH MENENGAH KEBANGSAAN NABAWAN II,PETI SURAT 30,89957,NABAWAN,087366857,087366515,XEA1113@moe.edu.my,Luar Bandar,802,48,TIADA,ADA,116.46382,5.00247
SABAH,PPD TAMBUNAN,SMK,XEA1219,SEKOLAH MENENGAH KEBANGSAAN TAMBUNAN,PETI SURAT 30,89657,TAMBUNAN,087774097,087773209,XEA1219@moe.edu.my,Luar Bandar,1100,117,TIADA,ADA,116.40335,5.72253
SABAH,PPD TAMBUNAN,SMK,XEA1220,SEKOLAH MENENGAH KEBANGSAAN NAMBAYAN,PETI SURAT 72,89657,TAMBUNAN,087774397,087771275,XEA1220@moe.edu.my,Luar Bandar,1022,85,ADA,ADA,116.35075,5.65188
SABAH,PPD TAMBUNAN,SMK,XEA1221,SEKOLAH MENENGAH KEBANGSAAN DESA WAWASAN,PETI SURAT 322,89657,TAMBUNAN,TIADA,TIADA,XEA1221@moe.edu.my,Luar Bandar,227,31,TIADA,ADA,116.49661,5.87433
SABAH,PPD TENOM,SMK,XEA1222,SEKOLAH MENENGAH KEBANGSAAN CHINTA MATA,PETI SURAT 414,89909,TENOM,TIADA,TIADA,XEA1222@moe.edu.my,Luar Bandar,484,38,TIADA,ADA,115.941383,5.096167
SABAH,PPD TENOM,SMK,XEA1345,SEKOLAH MENENGAH KEBANGSAAN KEMABONG,PETI SURAT 281,89908,TENOM,087737299,087737644,XEA1345@moe.edu.my,Luar Bandar,1524,101,ADA,ADA,115.91615,4.91466
SABAH,PPD TENOM,SMK,XEA1346,SEKOLAH MENENGAH KEBANGSAAN ENTABUAN,PETI SURAT 277,89908,TENOM,087733070,087733073,XEA1346@moe.edu.my,Luar Bandar,960,62,ADA,ADA,115.9773,5.11919
SABAH,PPD SANDAKAN,SMK,XEA2071,SEKOLAH MENENGAH KEBANGSAAN ELOPURA,PETI SURAT 1091,90712,SANDAKAN,089533960,089532036,XEA2071@moe.edu.my,Bandar,1830,128,TIADA,ADA,117.99287,5.88505
SABAH,PPD SANDAKAN,SMK,XEA2072,SEKOLAH MENENGAH KEBANGSAAN BATU SAPI,PETI SURAT 1760,90719,SANDAKAN,089612954,089615071,XEA2072@moe.edu.my,Bandar,1842,104,TIADA,ADA,118.06287,5.8139
SABAH,PPD SANDAKAN,KT6,XEA2073,KOLEJ TINGKATAN ENAM DATUK PENGIRAN GALPAM,PETI SURAT 200,90307,SANDAKAN,089211604,089211604,XEA2073@moe.edu.my,Bandar,263,84,TIADA,ADA,118.10682,5.85381
SABAH,PPD SANDAKAN,SMK,XEA2074,SEKOLAH MENENGAH KEBANGSAAN GUM-GUM,PPM 46 ELOPURA,90000,SANDAKAN,089531764,089531764,XEA2074@moe.edu.my,Luar Bandar,704,45,ADA,ADA,117.91304,5.9
SABAH,PPD SANDAKAN,SMK,XEA2075,SEKOLAH MENENGAH KEBANGSAAN MUHIBBAH,"BATU 4, JALAN CECILY UTARA",90000,SANDAKAN,089214491,089210488,XEA2075@moe.edu.my,Bandar,1218,95,ADA,ADA,118.07197,5.85003
SABAH,PPD SANDAKAN,SMK,XEA2076,SEKOLAH MENENGAH KEBANGSAAN TAMAN FAJAR,WDT 83,90500,SANDAKAN,089668122,089668122,XEA2076@moe.edu.my,Bandar,924,54,TIADA,ADA,118.05213,5.88356
SABAH,PPD SANDAKAN,SMK,XEA2077,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN,WDT 84,90500,SANDAKAN,089667840,089673105,XEA2077@moe.edu.my,Bandar,769,49,TIADA,ADA,118.06141,5.8777
SABAH,PPD TELUPID/TONGOD,SMK,XEA2078,SEKOLAH MENENGAH KEBANGSAAN TONGOD,PETI SURAT 08,89320,TELUPID,TIADA,TIADA,XEA2078@moe.edu.my,Luar Bandar,711,53,ADA,ADA,116.96769,5.27204
SABAH,PPD KINABATANGAN,SMK,XEA2079,SEKOLAH MENENGAH KEBANGSAAN PARIS,WDT 220 KINABATANGAN,90200,SANDAKAN,089575202,089575202,XEA2079@moe.edu.my,Luar Bandar,545,39,TIADA,ADA,118.05714,5.25452
SABAH,PPD SANDAKAN,SMK,XEA2080,SEKOLAH MENENGAH KEBANGSAAN MERPATI,WDT 54,90500,SANDAKAN,089671851,089671753,XEA2080@moe.edu.my,Bandar,1058,68,ADA,ADA,118.043332,5.887762
SABAH,PPD SANDAKAN,SMK,XEA2081,SEKOLAH MENENGAH KEBANGSAAN SEGALIUD,PETI SURAT 2594,90729,SANDAKAN,01165750200,TIADA,XEA2081@moe.edu.my,Luar Bandar,772,54,TIADA,ADA,117.7833,5.7594
SABAH,PPD SANDAKAN,SMK,XEA2082,SEKOLAH MENENGAH KEBANGSAAN LIBARAN,WDT 147,90500,SANDAKAN,0116579442,TIADA,XEA2082@moe.edu.my,Luar Bandar,612,32,TIADA,ADA,118.01241,5.98779
SABAH,PPD SANDAKAN,SMK,XEA2083,SEKOLAH MENENGAH KEBANGSAAN ELOPURA DUA,"TINGKAT 5, WISMA PERSEKUTUAN",90400,SANDAKAN,089632601,089632934,XEA2083@moe.edu.my,Bandar,1077,86,TIADA,ADA,118.05056,5.85366
SABAH,PPD SANDAKAN,SMK,XEA2084,SEKOLAH MENENGAH KEBANGSAAN SANDAKAN DUA,PETI SURAT 2769,90731,SANDAKAN,089632810,089632729,XEA2084@moe.edu.my,Bandar,854,73,ADA,ADA,118.05359,5.85672
SABAH,PPD SANDAKAN,SMK,XEA2085,SEKOLAH MENENGAH KEBANGSAAN TINUSA,WDT 139,90500,SANDAKAN,089671835,089671850,XEA2085@moe.edu.my,Bandar,961,54,TIADA,ADA,118.0709167,5.8886833
SABAH,PPD RANAU,SMK,XEA2140,SEKOLAH MENENGAH KEBANGSAAN ULU SUGUT (MALINSAU),PETI SURAT 234,89308,RANAU,088959403,088959404,XEA2140@moe.edu.my,Luar Bandar,890,60,ADA,ADA,116.97417,6.09344
SABAH,PPD TELUPID/TONGOD,SMK,XEA2141,SEKOLAH MENENGAH KEBANGSAAN TELUPID,PETI SURAT 02,89320,TELUPID,089521734,089521734,XEA2141@moe.edu.my,Luar Bandar,1326,100,ADA,ADA,117.12461,5.62827
SABAH,PPD BELURAN,SMK,XEA2142,SEKOLAH MENENGAH KEBANGSAAN TERUSAN SUGUT,PETI SURAT 3545,90739,SANDAKAN,089259401,TIADA,XEA2142@moe.edu.my,Luar Bandar,230,21,TIADA,ADA,117.69957,6.41928
SABAH,PPD BELURAN,SMK,XEA2143,SEKOLAH MENENGAH KEBANGSAAN PAMOL,PETI SURAT 3018,90733,SANDAKAN,089515575,089515575,XEA2143@moe.edu.my,Luar Bandar,721,56,ADA,ADA,117.39242,6.01209
SABAH,PPD BELURAN,SMK,XEA2144,SEKOLAH MENENGAH KEBANGSAAN SIMPANGAN,PETI SURAT 27,90107,BELURAN,089262130,089262131,XEA2144@moe.edu.my,Luar Bandar,1049,55,TIADA,ADA,117.37077,6.37769
SABAH,PPD BELURAN,SMK,XEA2145,SEKOLAH MENENGAH KEBANGSAAN BALABAN JAYA,PETI SURAT 108,90108,BELURAN,01165749422,TIADA,XEA2145@moe.edu.my,Luar Bandar,300,22,TIADA,ADA,117.60836,5.82004
SABAH,PPD TELUPID/TONGOD,SMK,XEA2146,SEKOLAH MENENGAH KEBANGSAAN ULU SAPI,WDT 784,90009,SANDAKAN,TIADA,TIADA,XEA2146@moe.edu.my,Luar Bandar,504,33,TIADA,ADA,117.38461,5.73974
SABAH,PPD BELURAN,SMK,XEA2147,SEKOLAH MENENGAH KEBANGSAAN BELURAN II,PETI SURAT 558,90107,BELURAN,089513376,089513372,XEA2147@moe.edu.my,Luar Bandar,421,35,TIADA,ADA,117.58666,5.88793
SABAH,PPD KINABATANGAN,SMK,XEA2220,SEKOLAH MENENGAH KEBANGSAAN BUKIT GARAM,"WDT 12, KOTA KINABATANGAN",90200,KINABATANGAN,089561909,089561386,XEA2220@moe.edu.my,Luar Bandar,1272,84,TIADA,ADA,117.83049,5.59522
SABAH,PPD TELUPID/TONGOD,SMK,XEA2224,SEKOLAH MENENGAH KEBANGSAAN PENANGAH,PETI SURAT 82,89320,TELUPID,087307445,087307446,XEA2224@moe.edu.my,Luar Bandar,680,50,TIADA,ADA,116.83546,5.21596
SABAH,PPD KINABATANGAN,SMK,XEA2225,SEKOLAH MENENGAH KEBANGSAAN SUKAU,"WDT 212, KOTA KINABATANGAN",90200,KINABATANGAN,TIADA,TIADA,XEA2225@moe.edu.my,Luar Bandar,648,35,TIADA,ADA,118.26572,5.51846
SABAH,PPD TELUPID/TONGOD,SMK,XEA2226,SEKOLAH MENENGAH KEBANGSAAN ENTILIBON,PETI SURAT 08,89320,TELUPID,089521048,089521053,XEA2226@moe.edu.my,Luar Bandar,926,73,TIADA,ADA,117.04386,5.52959
SABAH,PPD KINABATANGAN,SMK,XEA2227,SEKOLAH MENENGAH KEBANGSAAN BUKIT GARAM II,WDT 206,90200,SANDAKAN,089561252,089561251,XEA2227@moe.edu.my,Luar Bandar,948,60,ADA,ADA,117.83568,5.59329
SABAH,PPD TAWAU,SMK,XEA3053,SEKOLAH MENENGAH KEBANGSAAN BALUNG,PETI SURAT 60070,91010,TAWAU,089951032,089951160,XEA3053@moe.edu.my,Luar Bandar,1801,131,ADA,ADA,118.09876,4.36326
SABAH,PPD TAWAU,SMK,XEA3062,SEKOLAH MENENGAH KEBANGSAAN KINABUTAN,PETI SURAT 60267,91012,TAWAU,089912161,089913690,XEA3062@moe.edu.my,Bandar,1238,101,TIADA,ADA,117.95522,4.25514
SABAH,PPD TAWAU,SMK,XEA3064,SEKOLAH MENENGAH KEBANGSAAN MEROTAI BESAR,PETI SURAT 272,91007,TAWAU,089902773,089902824,XEA3064@moe.edu.my,Luar Bandar,1286,102,ADA,ADA,117.77471,4.42015
SABAH,PPD TAWAU,SMK,XEA3066,SEKOLAH MENENGAH KEBANGSAAN JALAN APAS,PETI SURAT 61276,91022,TAWAU,089912163,089914644,XEA3066@moe.edu.my,Bandar,753,72,TIADA,ADA,117.94401,4.25749
SABAH,PPD TAWAU,SMK,XEA3067,SEKOLAH MENENGAH KEBANGSAAN UMAS-UMAS,PETI SURAT 1701,91042,TAWAU,089927017,089927017,XEA3067@moe.edu.my,Luar Bandar,842,70,ADA,ADA,117.66675,4.4715
SABAH,PPD TAWAU,KT6,XEA3068,KOLEJ TINGKATAN ENAM TAWAU,PETI SURAT 61254,91022,TAWAU,089755692,089755916,XEA3068@moe.edu.my,Bandar,405,109,TIADA,ADA,117.92505,4.27309
SABAH,PPD TAWAU,SMK,XEA3069,SEKOLAH MENENGAH KEBANGSAAN KALABAKAN,PETI SURAT 62494,91034,TAWAU,089744122,089744121,XEA3069@moe.edu.my,Luar Bandar,524,38,TIADA,ADA,117.50089,4.4035
SABAH,PPD TAWAU,SMK,XEA3070,SEKOLAH MENENGAH KEBANGSAAN PASIR PUTIH,PETI SURAT 1932,91044,TAWAU,089749959,089776612,XEA3070@moe.edu.my,Bandar,1105,95,ADA,ADA,117.85955,4.29944
